1,183.351,183.414,190.39,247.861,22.652,276.967
2,3861.28,3862.19,3866.17,3932.83,396.119,705.32
3,2871.05,2870.18,2886.72,2913.13,293.444,305.683
4,7563.15,7564.34,7588.79,7602.1,765.535,529.099
5,3902.3,3901.87,3907.9,3922.11,388.328,232.518
6,7805.99,7805.04,7821.5,7834.67,778.339,425.912
7,7805.23,7803.8,7818.57,7830.34,778.804,425.912
8,4158.41,4160.39,4188.14,4198.91,399.872,208.33
9,8345.19,8342.78,8395.64,8423.88,801.733,402.039
10,8328.63,8331.66,8385.1,8415.18,801.419,401.543
11,2370.31,2370.41,2381.75,2394.69,230.604,128.872
12,2369.73,2370.73,2381.17,2395.7,230.687,128.779
13,2368.79,2370.34,2380.95,2393.19,230.61,128.658


1,127.068,103.079,104.041,142.739,10.612,184.488
2,2080.07,2073.34,2089.43,2098.4,244.102,434.349
3,1643.95,1646.64,1654.97,1672,195.122,224.205
4,3999.01,3989.05,4001.07,3967.57,408.607,304.351
5,2047.56,2019.52,2052.69,2042.71,204.406,132.025
6,4066.34,4106.44,4099.88,4125.5,412.67,238.422
7,4123.66,4116.21,4134.61,4056.53,402.764,237.173
8,2179.28,2189.48,2191.47,2193.24,209.956,170.773
9,4343.65,4453.12,4418.48,4394.69,414.315,222.473
10,4420.11,4349.88,4440.51,4350.49,441.46,218.029
11,1245.69,1246.59,1225.04,1244.72,124.55,69.774
12,1245.68,1271.06,1245.97,1261.74,128.143,70.56
13,1266.19,1258.08,1236.45,1247.84,129.165,72.114


1,75.875,75.279,63.152,81.501,6.323,88.663
2,1082.8,1088.49,1093.18,1160.44,117.423,257.678
3,867.37,816.631,820.444,843.138,81.212,94.232
4,2066.53,2073.84,2068.17,2086.88,213.86,161.012
5,1068.55,1070.25,1064.14,1064.1,106.581,68.819
6,2111.2,2124.15,2129.6,2132.86,211.572,125.837
7,2118.99,2136.59,2137.14,2173.31,213.303,125.535
8,1172.09,1165.63,1128.92,1149.69,112.65,61.416
9,2305.32,2310.65,2276.65,2267.85,220.037,115.331
10,2501.04,2360.41,2297.26,2287.11,222.785,118.92
11,675.909,677.607,669.021,660.648,68.802,46.145
12,680.863,681.173,660.937,656.21,67.854,46.137
13,664.923,658.894,647.784,659.864,70.069,45.749


1,38.786,37.868,40.152,49.926,4.062,67.453
2,640.36,578.869,575.051,584.644,58.668,131.667
3,471.312,469,595.457,549.821,55.386,68.271
4,1090.33,1084.74,1090.56,1098.83,112.139,91.884
5,565.918,557.425,587.708,585.957,58.864,41.206
6,1195.65,1169.48,1130.86,1133.38,116.194,69.279
7,1119.34,1203.91,1139.97,1136.65,114.161,68.758
8,631.615,634.788,671.628,607.196,66.835,39.395
9,1347.46,1387.16,1256.49,1299.73,138.789,74.451
10,1394.83,1353.78,1297,1283.95,138.878,69.192
11,376.841,425.352,371.355,361.235,41.729,22.922
12,418.938,386.287,354.435,362.082,43.101,23.599
13,387.244,383.603,366.333,366.302,42.774,23.974


1,25.83,25.653,25.391,27.06,2.109,79.265
2,313.599,313.587,315.664,319.097,32.883,101.308
3,232.417,231.275,298.765,303.028,29.7,53.639
4,582.117,582.13,581.365,583.13,60.214,70.43
5,307.264,307.395,300.084,301.038,32.077,32.074
6,616.298,614.244,595.03,590.343,64.093,42.348
7,608.933,609.019,618.423,602.862,64.947,43.38
8,371.021,358.119,329.985,341.3,39.092,21.48
9,715.183,715.263,646.46,680.775,78.147,39.94
10,716.841,716.935,646.996,660.335,78.261,41.892
11,208.332,190.852,182.238,209.472,26.06,19.086
12,192.894,190.945,181.944,183.141,26.045,13.788
13,190.824,190.677,182.223,183.463,26.044,13.325


1,15.542,15.153,14.219,17.882,1.399,94.768
2,219.167,217.841,224.309,240.33,25.99,137.767
3,205.149,217.346,207.395,214.514,23.25,54.779
4,521.33,519.438,509.357,520.947,57.314,90.319
5,266.53,271.006,264.743,262.957,29.144,41.103
6,483.559,485.759,480.74,530.55,51.966,67.815
7,481.872,482.613,484.75,521.781,51.106,71.705
8,202.885,201.536,302.915,301.92,24.707,36.154
9,396.408,396.738,602.898,593.213,50.392,67.72
10,408.752,406.912,625.191,631.692,50.202,68.487
11,107.669,108.633,169.55,165.434,13.699,21.14
12,109.472,108.663,177.372,167.205,14.603,21.379
13,108.032,108.384,180.537,165.508,13.926,21.263


1,20.358,17.505,18.85,24.429,1.969,95.398
2,282.61,234.547,270.906,294.279,36.247,222.28
3,240.954,234.277,226.476,241.807,22.403,132.102
4,595.362,579.727,579.61,621.056,95.326,201.363
5,297.379,297.231,290.002,304.638,32.887,70.888
6,593.542,574.008,542.17,574.964,79.486,128.218
7,564,597.505,547.184,577.266,80.001,146.384
8,208.643,236.501,354.87,361.088,25.61,69.598
9,441.049,460.888,672.227,683.312,63.952,148.198
10,441.188,486.893,652.418,700.363,63.773,155.465
11,148.118,128.506,193.462,190.68,41.022,51.982
12,152.508,137.846,188.231,174.193,13.973,38.834
13,173.166,143.68,190.154,245.252,20.882,53.731